S No.,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
3012,5,FALSE,"12 15, 1999",A25WQLA66Q4XE3,B00001W0E2,,candicolette,"I love this program.  It's much more enjoyable than Creatures 1 or 2.  It's especially nice that you can lead your Norn around by the hand.  I'm still learning how to get around.  Does anyone know how to get into the  tree house?  I also think they need more clothes.  My grandsons, who are 4,  6 & 8 enjoy Adventures much more too.",Candi's review,945216000,11,
3013,5,FALSE,"01 17, 2000",ALEWT3WU4PUGV,B00001W0EA,,Hernn Guerra,"Don't think this is a virtual pet game. The creatures are infinitely more complex than that. They're so complex that the creators of the game cannot know what might happen then. And that makes it an exciting game. ""None  of the behavior you see has been specifically programmed"" says in the  creatures' 1 manual. And it's true. You may think this is a children's  game, but that's not true. Ok, children may love the game, but adults can  use it too. In my opinion, this game is the best game of the history of  humanity. Don't you see? We've made *real* animals!",The greatest game ever.,948067200,15,
3014,5,FALSE,"01 1, 2000",A2Z7YHLCU0VVUE,B00001W0EA,,Mark Carroll,"This is one of the best games ever! If you are familiar with Creatures, Creatures 2, or Creatures Adventures, get this! It is the greatest Creatures game ever!  There are five main ""rooms"" in all: the Norn terrarium, the bridge, the desert/Ettin terrarium, the aquatic (or  ""fish"") terrarium, and the jungle/Grendle terrarium. Ettins will  steal machinery, and Grendles will steal eggs, and kill Norns. Both can  carry sicknesses. I suggest starting out with the Norn family. Also, the  Grendle and Ettin eggs will not hatch if you place them in the Pirahna  pond. There are two of each egg, and they will come out at different times.  There are three types of Norns. Thwo have two names, one given by  Cyberlife, and the other givin by thenewsreaders in alt.games.creatures .  The names are: Civit/Cow (the reason is quite obvious), Bruin, adn  Bengal/Tiger. My opinion, is that the Tiger Norns are the cutest, and  hardiest.  Some disadvantages are that the appelets are gone. It is  harder to find out if your Norns are sick, inject them with helpful (or not  so helpful, depending on how you play it) chemicals, and to veiw the  chemicals in their bloodstream.  The system requirements say at least  32 megs of RAM, and a 200mhz CPU, but I strongly suggest that you have at  least 250mhz CPU and 64 megs of RAM. Otherwise, it will run very slowly  with more than four Norns.  Some little helpful bits about the game:  ctrl + shift + w will take you to the wolfling control. There you can set  the game to fast mode.  F1 will bring up the ""Helpful hand.""  Left click to teach a Norn a name to an object. Right click to get  information on an object, such as interesting info on a robin, or the  function of a peice of machinery.  ctrl + shift + c will bring up the  CAOS input box. CAOS means Creatures Agent Object Source. Here are examples  of what you can do with it: Type ""enum 2 24 4 attr 199 next endm""  to make pickups pickupable, so you can take them to your Norns. Type  ""enum 2 24 1 attr 199 next endm"" to make the stone of knowledge  in the Grendle terrarium pickupable. Type ""meta * 1 1 1"" to go to  a different room. Replace the * with numbers 0 to 9. Play around with that  one, and you may find a few interesting places...",Best game in the Creatures series!,946684800,36,
3015,5,FALSE,"12 18, 1999",AU8K2871F5X6Q,B00001W0EA,,Kara,"Creatures 3 is a great game!  You can explore all different places with your creatures called Norns. You can teach, breed, make eggs, pull your Norn around, and lots more things!  This is a great game.  I also have  Creatures 2.  It's fun, but I think Creatures 3 is better.  there are  better graphics and more things to explore!",Great Game!,945475200,7,
3016,5,FALSE,"12 10, 1999",A11GT6E1354E3P,B00001W0EA,,Napea,"Norns, the cute creatures you take care of, are artificial life. Creatures Labs has made the first (and only, so far) publicly released game like this. Norns have artificial brains they use to think for themselves, a bloodstream, digestive system and everything. All they do is their choice  alone, not like a ramdomized list of things to do. They have a world to  roam around in, can get disease, mate, have children and die. Each norn can  speak to you, using their immense vocab. One, when it's hunger drive goes  up, it'll find what it needs and announces it. ""Alice hungry for  starch."" Norns can say if they hate, dislike, like, or love eachother  and have their own distinct personalities. They take good care of  themselves through trial and error, and can remember things that've  happened to them. Creatures 3 is by far the best yet, at a great price... It's been very succesful, I strongly suggest you use a  search engine and find out a little, as that's the best way. Or their site  @ creatures.com. Anyway, this game has a HUGE world to explore with  top-of-the-line graphics and great smoothness, quick installation for it's  size(11 minutes or so and you're ready to go!) Also problems are  non-existant, unlike C1 and 2 that crashed alot. This game is also highly  addictive and never gets boring, you'll look forward to seeing your  favorite norns and their families every day. Age probably ranges 11 and up  just since it'd be too difficult for younger ages. Don't mistake this for a  kids game, it's quite interesting and complex. Many people have been  messing with norn genetics to make cool hybrids. (like highlanders, named  after the movie. These norns live forever.)The world they're in is  ever-evolving, you can play with all the little animals around them and the  game is full of neat stuff to explore. If you're interested at all, GET IT.  (sorry for this thing's length, I love the game so much I get carried  away...)",5 Stars!,944784000,77,
3017,5,FALSE,"05 31, 2000",A15OK1ZWBH5PR8,B00001W0H6,,Lian Horenblas,I think that Oddballz is really cool.  I don't own it yet but it sounds really cool to play.  I can't wait to own something that I don't have to clean up after.  No hiding aliens in my closet for me!  I think that anyone  would just fall in love with these wonderful creatures.,Awsome and completly and totaly cool,959731200,3,
3018,4,FALSE,"06 2, 2004",A1XPN6G5G8PYWY,B00001W0EA,,Amazon Customer,"I bought this game when I was 9 years old. It became my favorite game. In the game you have to take care of norns, ettins or grendels(you decide!)
You can breed norns and ettins in the same world together, of course you can also have grendels there, but the problem may be, that the grendels can sometimes kill norns and ettins, so I recommend to breed grendels in separate world. The fan-made addons all around the internet make the game much more interesting to play! Norns are cute, so are ettins(they've became my favorite breed, lately) and (suprise!)I also think that grendels are cute! I highly recommend this game to everyone above the age of 8.",THIS GAME IS THE BEST,1086134400,5,
3019,4,FALSE,"06 13, 2003",A1FZI1F22GRO4C,B00001W0EA,,Richard Veysey,"Creatures 3 is beautiful!  The creatures now talk to each other instead of just talking to you or themselves (I never played Creatures 2, so I don't know how good it was in terms of things I will mention here), the creatures have an enormous vocabulary, and the machines make the game more realistic because it eliminates the need for butons that do everything.  Also the environment with the multitude of critters which mate and interact with the creatures and each other adds another dimention to gameplay.
However there are a few elements I found troublesome.  There is an upgrade available in the game for the hand that lets you pick up the creatures, and with the help of another upgrade grendels and ettins.  This means that you have total control over mating and the lives and deaths of the grendels.  If you want, you can stick the grendels in with the paranhas or in the recycler and get rid of them, which makes them increadibly pointless, except for the gene splicer (which I have not yet tried).
Overall, just get the game if you like games like this.  It is true to life, and absolutely wonderful.  The amazing graphics and sound effects add so much to the game, and you will be amazed at the way your creatures act, perhaps even feeling somewhat upset when a grendel kills one of the norns.  This game will last me years as I do the multitude of possible things Mindscape has made possible.","Wonderful, only a few minor flaws",1055462400,7,
3020,4,FALSE,"11 26, 2001",A16APKNLHWSQUG,B00001W0EA,,An 11-year old gamer,"First of all like everyone else I'd like to say the graphics are superb !I just got the game a little while ago and I have to say I have enjoyed it. I'm more or less stuck in  the game though because my norns and I were doing pretty good I was taking care of them, learning how to communicate when grendels found there way inside my world after a while my norn learned to defend itself and killed a few grendels but many of my norns were badly hurt one of my favorites named Freddy is intensly ill and I still have not be able to find the medical bay. Then ettins broke in and started trying to steal my machines and my baby norns turned up M I S S I N G.  I went to the crypt to check if any norns died without me knowing . They didn't die just turned up M I S S I N G! Don't get me wrong it all it is a very creative and neat game . But it's not like Creatures Adventures or Creatures Playground . Those games are all about having fun and your norns die because of old age not because of another creature. It's either you train the norns to fight the grendels are the grendels hurt your norns sometimes even kill them. The it's a bit violent because the grendels hurt your norns and that's why I rated it four stars instead of five. Once again it's a great game just more for ages 9 and up. But I recommend you buy I gurantee you'll have fun!",Creatures 3  a game or  is it for real that is the question,1006732800,8,
3021,4,TRUE,"05 8, 2001",A371F6GMW7RBX1,B00001W0EA,,LCH in So Cal,"I've just very recently bought Creatures 3 and there are some big differences in the system!  First, the positives.  The user-interface is SO much easier to use!  You don't have to wait for your norn to discover new areas in order to explore the new wolrds.  All you have to do is move your mouse left or right and you can scroll with ease!  It also helps that you can now lead your norns to where you want them to go, instead of having to coax them to follow the hand.  There's also lots to do in the world, like build machines that do things like detect pregnancies and so and, and you can now actually interact with Ettins (they're so neat, and have a lot more personality) and Grendles.  The Norns are also smarter and have a much bigger voacbulary.  The four echo-systems also have many new animals and plants that are fun to interact with, and the graphics are GREAT!  Now for the bad news... Creatures 3 has completely eliminated the ""kits"".  This makes it very difficult to know what's going on with your creature.  You can't ""see throught the creature's eyes"" like you could in Creatures 2, and it's very hard to tell when they're sick, fertile, or what not.  A lot of the new implements in C3 are kind of complicated, and take awhile to master.  You also can't hatch one creature at a time, you get two instead, and the other thing is that the only facial expression they show is happiness.  Overall?  I have A LOT to do before I get even CLOSE to mastering this game (and I've owned C1 and C2!).  The elimination of the kits make the game difficult, but a challange as well.  C3 gives you lots of fun stuff to ""tinker"" with, and the graphics are absolutley wonderful.  I'm very happy I bought this game, and I look forward to the challanges it presents.  Hope this was helpful!",The Good and Bad of Creatures 3,989280000,43,
3022,5,FALSE,"04 25, 2001",A1Q8TXJVFICZ2F,B00001W0EA,,Aria,"I had never had any of the Creatures games so when I bought I had no idea what to expect or what to do. Soon I figured it out and Creatures 3 is certainly the most engaging and interesting game I have ever owned! The norns think on their own and will tell you exactly how they are feeling and will respond to each other. I love all the breeds but my fav. is the beautiful Bengal Norn. The graphics are supurb and the machinery very useful...though I am still figuring some of them out (I have made quite a few mistakes with the chemical injection kit)I also find it fasintating that each terrarium has its own ecosystem. I have never seen a comp. game so intricate! Right away when you name your norns, you feel a special connection with them and have the need to protect them and care for them (I think part of it is because the norns are so cute). I will do anything to fend off Grendles(monsters that spread disease, steal norn eggs, and abuse your norns sometimes to death)from my creatures. I have also found that I like ettins very much and have started colinies. As a plus there is thousands of web sites out there with downloads to make the game even more fun. You can find objects everywhere and they really are COOL! Personaly I'm not that caught up with the ""hack the game and create cool stuff"" styl that people seem to have or the ""create mutant norns for the fun of it"" styl but I guerntee this game to be a BLAST!!! However I do not recomend this game for young children such as 3rd graders or below, Creatures Adventures or Creatures Playground would be mpre approriate. As a wonderful addition now the Docking Station has been released opening up a whole new on-line world with a cute new breed I may like even more than the Bengals! ^_^",Awsome Game...A Little Fusterating Though...,988156800,23,
3023,5,FALSE,"04 25, 2001",A29J94PK4GQ37O,B00001W0EA,,Matt,"Creatures 3 is a phenomonal game. I wish I knew how to spell phenomenal....
Anyway, Creatures 3 is awesome. You have to breed your Norns in a giant space-ship habitat, containing four different-enviornment terrariums. The Jungle is swarming with Grendels, who will kill your Norns the SECOND you look away. Ettins roam the ship, searching for teacups. This game is an ENORMOUS improvement upon Creatures 2, which had creatures that were difficult to interact with and teach. Later in the game, you can activate a tool that allows you to breed Ettins and Grendels. There's also an injector, which will allow you to inject them with anything from Life to Cyanide, and a Splicer that allows you to genetically Engineer Norns, Ettins, and Grendels. A Genetics kit is said to be coming out, an add-on for the game, which allows you to adjust the slightest thing to make your creatures stronger and better.",Creatures 3,988156800,8,
3024,4,TRUE,"04 10, 2001",A3RBTYFDO87PYQ,B00001W0EA,,Dawn M. Upson,"I love the creatures games and this one was great. You can pick up the creatures if you find the tool for it and the world is bigger than the other games. The only problem was I have a 600mhz celeron processor and still this game runs slow on my computer and sometimes the creatures slap each other to death (that's probably my fault for not teaching them properly, dunno). I've also gotten to the point where most of the critters were extinct in my world and I had to recycle a lot of agents to get enough energy to get some more critters made. I love watching the creatures grow  up then seeing what will change in the next generation :) I'm always checking the monikers to see what's different and the creatures seem to take more interest in their youngsters than they did in creatures 2.",Great game,986860800,4,
3025,4,FALSE,"03 23, 2001",A9MJA15LTVMPY,B00001W0EA,,Nick,"When I first played Creatures 2, I was frustrated by the complicated user interface. If you have played ""Creatures 2"" and you are thinking that "" Creatures: 3"" would be the same frustrating game, prepare yourself for a nice suprise.
So what's this game about? Basically, you are to take care of a bunch of creatures called the Norns. You are to protect them from the virus infected Grendels that may kill them. Apart from that, explore the giant spaceship wth your Norns and help  build machines to protect the Norns.
Firstly, the interface for ""Creatures:3"" has gone for a MAJOR makeover. Gone are the days of having to get the attention of your creatures by waving your ""hand"" infront of it. Now you can simply carry your creature or lead it to the location of your choice instead of having it follow the ""hand"". Even first time users of this game will easily learn how to use the simple and user-friendly interface.
Teaching your Norn words could not be any easier! Just turn on the learning machine and leave it to auto mode to teach your Norn how to speak. No more frustration of teaching your Norn!
Secondly, the graphics for this 2D game is out-of-this-world! Each distinct habitat found in the spaceship has it's own design. The background for each of the habitat looks real cool.
Thirdly, "" Creatures: 3"" has three completely new species of Norns! The cow patterned Civet Norn, the beautiful tiger like Bengal Norn and the plain yet pretty Buin Norn are the new Norns in this game. Better still, these new Norns are much more intelligent that the Norns featured in the previous two games of the ""Creatures"" series-good news to die-hard ""Creatures"" fan.
As each creature in the game has it's own unique digital DNA, each has it's own personality. Since it has it's own DNA, you can ""chemically-engineer"" your Norns to make them stronger or inject all kinds of weird chemicals into them !
The only flaw of this game is that you have to guess the properties of the medicine and chemicals found in the game. The manual included did not explain much about the chemicals.
Overall, this is a weird yet addictive game to play, with its biological accuracy and beautiful graphics, this game should attract anyone of all ages.",A.I s Never Had It This Good !,985305600,15,
3026,4,FALSE,"01 20, 2001",A300L7LO7SRPNV,B00001W0EA,,Karen S. Matysik,"I got this game a year ago, and it was the first Creatures game I had ever bought.  I had been reading reviews for it for a month, and bought it.  When I installed the game and started playing it, it was great!!  The Norns were very cute (even if the only facial expression they showed was happyness), the Ettins stole almost every object on the ship and brought it back to it's home area (the ettins are my favorite creatures to watch, I caught it stealing some machinary and told it to drop it, and it just looked at the screen and made a big, cheezy grin at me), and the grendles are horrifying!  The only bad things about this game are the creator, it lets you put new objects you download on the internet in the game, but you need something called bioenergy...and...um...the power ups.  (note: many creatures users at the creatures newsgroup disliked the power ups in Creatures 2.  Creatures Labs didn't know when to stop :-D)  I am looking foward to the Docking Station add-on Creatures Labs will be releasing for free!  (You don't need Creatures 3 to run it, but it docks with it if you have it.)  If you want to buy this game, I recomend that you buy the Creatures Trilogy in the game.  It includes C1, C2, and C3 all together!  Get this game, or the other game, now!",Creatures 3...great!,979948800,15,
3027,4,FALSE,"12 14, 2000",A199T4MKPYJQRL,B00001W0EA,,Nico@livefortoday.co.uk,"The basic idea of this... I say game but I use the term loosely...is to raise a little family of norns. True they aren't as cute and endearing as the C1 norns, or as graphically clear as the C2 norns, but they have been vastly improved in all other respects.
Saying C3 isn't very good because it's not like Diablo and suchlike is like saying Myst isn't very good because it's not like Tomb Raider, in other words,it's madness! As virtual pets go, these are the most advanced and life-like I've seen yet (and I've seen a few!!)
Truth be told, I don't go a bundle on the creature graphics. The backgrounds are just beautiful, but the norns look rather unclear. If you compare them to C2 norn graphics you'll see what I mean.
The only thing that can be improved is the clumsy interface. The creators, Creature Labs (Mindscape are the publishers) have tried valiantly to incorporate the 'kits' (science kit, health kit etc) in the game more by moving them to a certain area. Unfortunately they just haven't pulled it off. Bring back the kits in the next one CL! I also preferred the graphics from C2, but the personalities of the creatures are just what I like. (The Ettins actually build and steal stuff instead of wandering aimlessly about like in C2. The Grendels search out and kill norns, just like they're supposed to)
This 'game' appeals to many different types of people. The caring and nurturing type enjoy the pet aspect, and the science buffs will appreciate the complex genetics and biochemistry of it.
It's probably a good idea to find out something about it before you rush out and buy it. There are loads of sites out there, even I have one! Things are constantly being developed for download and as it is so expandable, it can stay fresh for ages.
PS. CL are rumoured to be making another edition of creatures, in full 3D this time. Creatures 3D will most likely be the end of the series.","A nice,comprehensive and probably rambling review.",976752000,10,
3028,4,FALSE,"09 9, 2000",A1RK1WXKQY9J9E,B00001W0EA,,Regina,This game is really fun! In this game you adopt little creatures called norns. You have to teach them how to talk and take care of them. Eventully  they will be old enough to have mate. I wouldn't recomend it to first time  users that don't have another game of creatures because it would be really  hard for you if you don't already have expirience with the norns. This game  is very challenging.,A really great game,968457600,4,
3029,5,FALSE,"09 6, 2000",A1J1QNZ4R12YIO,B00001W0EA,,Steve,I think C3 is a great game because there is much improvement. One thing thats better in it than C2 is that the gene splicer is esier to use. A  second thing is that its almost 3 times as big as the original. Plus you  can get other cobs (things to put in Creatures) all over the web. But thats  no change because people be doing that for years. you can also put your C3  creatures over the net and trad with anyone. The norns in it help each  other too. I thought that was pretty cool. If u want u can send them on a  wolfing (lets them do what ever they want and not touch them) and see how  they make out. When I last did a wolfing I got a strong tough norn that  could fight off any Grendle it wanted to no prob. But then u could also get  a week one. Well when u get it (which you should) I think u should play  with them once and then teach them everything they need to know with both  comps and let them go. If u watch them u will find them telling each other  where to go. Its amazing how for Creatures had gone over time. Please get  this game if not for u then get it for your kids. They will love it if  ofcourse the like Sim type of games.,Great in some ways,968198400,8,
3030,1,FALSE,"03 17, 2000",A31KPF4FM106TU,B00001W0EA,,Lee Uecker,"I'm completely perplexed by the rave reviews for this game.  I found it frustrating and confusing as to just what he heck this game was about, much less how to make everthing work. The manual is vague at best and trying to  make anything work was impossible.  Don't waste your time with this.",Not worth the money,953251200,4,
3031,5,FALSE,"02 9, 2000",AJNBQXDJMYEG3,B00001W0EA,,Adamshannara,"The creatures in this game, calles ""Norns"", are created by mindscape to be able to manipulate their environment, develop skills, learn languages, play games, but none of these behaviors is in any way pre  programmed. For instance, in Creatures 1, the creatures were playing with a  simple ball. they bounced it, and then ran after it and bounced it again.  The creatures in C1 were not very advanced, but two Creatures figured out  that they could get the ball faster and play more if they threw the ball to  each other. This shocked the whole online community of Creatures, even the  creators, as this kind of behavior is not expected of the creatures in C1.  In C3, this is a tiny feat compared to what they can do. The programmers  have taken a revolutionary step in not preprogramming the behavior.  Furthermore, these creatures can have children, with genes inherited from  their parents, and these genes mix, match and mutate to create a creature  that just like a human, will never exist again.
Ahh.. but there's a  challenge. There are two other types of creatures, just as smart as the  Norns, and the Giant Grendels will eat the norns' eggs, and the small,  crafty ettins will take apart your most carefully planned machines in a  flash and run off back home with them. It's up to you, the user, to guide  the vulnerable norns through evolution, until they can care for  themselves.
This Game is a top buy, and I strongly reccomend it to New  users and Creatures Veterans alike.",Best Game in existance,950054400,33,
3032,5,FALSE,"01 27, 2000",A3Q4LQ4URJ0JGQ,B00001W0EA,,D. Meadows,"Excellent. The interface between player and creature is vastly improved over Creatures 2. The norns are *much* smarter than before and more obedient.  The game is delightful. You can set it up so you have only  norns,if you wish.  The only drawback I'd have was I was dissipointed in  the medical unit. It is slow and cumbersome to use,however with C3 Docker  coming out this summer,CL should improve this (I hope).",Creatures 3,948931200,8,
3033,4,FALSE,"02 18, 2001",A1HCN01KS7N9OC,B00001X5C5,,T. Mitchell,"I just finished the puzzle, and the exploration inside Notre Dame.  My biggest suggestion is to SAVE often!  It may have just been my Win95 computer but on two different occaisions, I lost all my work when the program caused an error and had to shut itself down.  I would also suggest that you do the master level before going inside the cathedral with the key.  If not, any of the puzzles you solve will not be solved on the next level.  To save yourself the heartache of having to redo everything, wait until you are a master builder.  Other than that, have fun!  :)","Fun, yet frustrating",982454400,4,
3034,5,FALSE,"10 15, 2000",A3DNIR00RN49HS,B00001X5C5,,Coda,"If you enjoy jigsaw puzzles, you will love this software.  Fun, educational and a great challenge to find all the clues and stuff inside once the puzzle is complete.  I've also completed the Neuschwanstein Castle, and have yet to begin the Victorian Mansion and Orient Express.  The best part is, no lost pieces - great when you have 8 cats like I do.  I can't recommend this software enough for the puzzle lover.  Just get it!!",you Gotta Love It!!!,971568000,8,
3035,5,FALSE,"08 22, 2000",A38STEVKWJZOO2,B00001X5C5,,Susanne Fecteau,My husband said that I was addicted when building Notre Dame and I agree  that I was. Not only is this great fun but educational. I had not quite  completed the Platinum level when we went to England. I found myself  enjoying going through the big cathedrals there and was more curious about  them because I had built Notre Dame. I don't think I would have found the  cathedrals quite so interesting if I had not done this puzzle. I recently  just finished the platinum level but did have to go to Wrebbit site and and  get the final clue to free Esmeralda. The puzzle clues change on every  level. What you find in the first is not in the same place on the last. Now  I'm going to try Victorian Mansion.,Addictive for sure,966902400,3,
3036,5,FALSE,"04 21, 2000",A11V3TNWWG5BMI,B00001X5C5,,C. Roessle,"The hardest of the Puzz3-d so far.  The only I haven't tried is the Orient Express.  The clues in this one are harder to find and decifer.  Almost missed [a hidden part], and took forever to find the last clue.  Great fun and hours of getting lost in Notre Dame.  I'm hooked and can't wait to ride on the Orient Express.  I hope these  games keep coming.",Notre Dame,956275200,4,
3037,5,FALSE,"01 22, 2000",A56MCHEGHOBJI,B00001X5C5,,DJ Schultz,I really love putting puzzles together but I never have enough work space. The Puzz 3D for the PC is a great idea and lots of fun. I really enjoyed working on this Cathedral and learning the history behind it; things I  never knew. If Teachers could only make learning history in the classroom  this fun and exciting. I look forward to owning ALL the puzzles for the PC  and hope they will create more puzzles soon.,Fascinating and Mysterious for the Puzzle Lover,948499200,7,
3038,4,FALSE,"03 31, 2000",A11V3TNWWG5BMI,B00001X5C7,,C. Roessle,"Great fun!  The only problem was the patch that I didn't know about.  Long hours doing the last level and I only got the gold key, not the platinum.  I had to start all over after getting the patch installed.",BAVARIAN CASTLE,954460800,14,
3039,5,FALSE,"09 17, 2002",A35KD1U1M387I0,B00001XDWZ,,Todd E. Newman,"It's tough finding something for kids to play while not spending a fortune and wasting brain space on senseless games. The Jumpstart series are great because they offer great ways to learn while keeping things simple and fun in a cartoon-like format. The software is easy to install and I found that my 1st grader could easily navigate the program without getting stuck. She sat on it for hours!! I was surprised to see the fun she had with the program and look forward to purchasing further copies. I was surprised that fractions were used, but it was in a kitchen setting where kids could bake cakes, cookies, etc., while being told to add 1/4 cup, 1/2 teaspoon, etc..  I found that interesting and a good way to get into that form of math.",Educational and fun!,1032220800,4,
3040,5,FALSE,"06 7, 2002",A1OMI1ORMFUX0W,B00001XDWZ,,Michelle,"This is perfect for 1st graders who want a fun way to practice the new skills they are learning, and it is a nice way to introduce new concepts to younger children.
I bought this program for my son who is just finishing Kindergarten. I was looking for something to prepare him for 1st grade and have been very happy with the many different activities that the software includes.  However, I will say that unless your child has been exposed to 1st grade concepts, such as fractions, parts of speech, or counting change, you may want to walk your child through each activity before leaving them to explore the game on their own.  My son has found the game easy to navigate, but the activities are a bit challenging given that he has not had prior experience to some of the concepts. This is by far is favorite game and I have seen him make great progress in the few short weeks that we have had this software.  My daughter, who is just finishing up her 1st grade year, has had no difficulty at all with this game and enjoys working towards the incentives!  Well, worth the money!",Great introduction of new concepts!,1023408000,10,
3041,4,FALSE,"10 23, 2001",A2L9L9JM23QOS5,B00001XDWZ,,Debbie,"I have enjoyed Jumpstart programs for years.  This is my most recent purchase.  My 5 year old daughter enjoys it, but is frustrated at times.  A few things that bother her are:  The dog's collar (control buttons) appears and disappears at the bottom of the screen when she doesn't want it to (whenever the cursor is at the bottom of the screen it pops up); she can't bypass the introduction segment and must watch it every time; and she has some trouble physically navigating the boat to find the treasure.  However, she really likes all the actual learning games.","A few too many ""bells & whistles""",1003795200,18,
3042,5,FALSE,"08 24, 2001",A331Y9DPHX8NQA,B00001XDWZ,,Crissi &amp; James Vanover,"This software allows three different levels to fit each child with quite a few activities ranging from music, reading, math, and geography. It rewards a child with a token to play another game and collect more tokens. My son loves this game and has played it for many hours all ready. It improved his reading and math skills until he is in the highest level in his grade. I strongly recommend it for all 1st graders and some kindergarten children.",Wonderful and creative,998611200,9,
3043,5,FALSE,"08 12, 2001",A1UAJULIKK64C8,B00001XDWZ,,Carey k Bryson,"My girls are 11, 6, and 3 and all three girls play this game! My 11 yr old of course knows most of this info , but it still holds her interst because it is so Fun!!! I bought it two yrs ago for my then 4 yr old when we bought our computer. Our computer has been used more for that ame than anything else.",All three of my girls love this,997574400,6,
3044,5,FALSE,"07 15, 2001",A3DIDH80PFBC8E,B00001XDWZ,,Amy W.,"My six year old daughter was having trouble reading.  Each night she would come home from school with a new reading assignment.  As horrible as it is to admit, I have very little patience.  And despite my best efforts, I didn't seem to be helping her.  So I searched the internet for some reliable software that could do what I just couldn't.  I came across the Jump Start series, and immediately purchased 1st Grade.  She couldn't wait for me to load it into the computer!!  And afterward, she spent countless hours playing with Frankie and the others.  Then much to my surprise (and relief) her reading grades went steadily up.  It was a bona fide success!!  And as an added bonus, when she had trouble counting money, Jump Start 1st Grade was there!  I'm so pleased with the results that I've purchased the 2nd Grade, and Typing games as well!!","Challenging, yet fun!",995155200,8,
3045,5,FALSE,"11 27, 2000",A3KFPPO21SCMPY,B00001XDWZ,,Amazon Customer,"We started out the JumpStart series with the Toddler version and have been hooked ever since.  It's really the only series that my son has asked for by name.  He got the 1st Grade version for his birthday this fall and even with alot of false starts due to computer problems (our old hardware is faltering resulting in several re-installs after he had barely gotten started), he is still absolutely hooked on it.  If he had his way, he'd be on that computer all day playing!  And he's learning too!  The game starts you out in the classroom where you can play either the science bean bag game or a game dealing with opposites and synonyms.  It took him awhile to find the other games (you have to leave the classroom) but soon he was in the hall learning to tell time by stamping hall passes and then on to the kitchen to learn about measurements and fractions, the playground where he worked with numbers and words (would you believe he's already learning about nouns, verbs, and adjectives!), and finally into the lunch room to dish out some alphabet soup (spelling) and his ultimate favorite, the snack machine where he's learning math.  At barely 6 years old and only in kindergarten he's now up to doing addition on 2 digit numbers (with some help from mom, but still...)! This is definitely a great learning game!",Great learning adventure!,975283200,26,
3046,5,FALSE,"07 16, 2000",A15IZQLN9J5CCQ,B00001XDWZ,,Michael Gering,"The Jump Start series is very entertaining. My son started with Jump Start Toddlers when he was three. He has since gone through the Pre-school, Pre-k and Kindergarten. At five he is busy with First Grade and with Second  Grade, although Second Grade is still too difficult.
The children are  introduced to basic skills, in this case addition, subtraction, fractions,  measuring, quantities, telling time, parts of speech, phonics, reading  comprehension, basic science, music, art, synonyms and antonyms, counting  money. Each skill is learnt with a game, Spelling Soup, Vending Machine,  Lost and Found, and Bean Bag Science to name a few of the many activities.  Each game is well constructed, has three levels, and the ability to track  progress should this be desired.
Typically each Jump Start has a  meta-game, in this case, clues for a treasure hunt. The treasure hunt is  slick and adds to the enjoyment.
Though we have spent many hours on  first grade reading and first grad math, we spent more time on first grade  than on both these other activities together. Lots of fun, lots of  learning.","Buried Treasure - lots of fun, lots of learning",963705600,43,
3047,5,TRUE,"11 13, 2013",A1EOHWOOB00TPS,B00001XDWZ,,Paul WA,I purchased the series of jumpstart learning programs for a friend with children ranging from preschool thru fifth grade. The programs provide an excellent learning environment for the children. From the older helping the younger and a review for all. Would highly recommend this to parents.,Jumpstart prgrams,1384300800,,
3048,4,TRUE,"09 21, 2013",A1OIMWFHHCY4BV,B00001XDWZ,,Sweet Tooth,Very easy to use and understand.  This is a great starter program for those who are entering first grade.  Definitely will recommend.,Good learning tool,1379721600,,
3049,4,TRUE,"08 15, 2013",A1YQVOO7DO9UUW,B00001XDWZ,,Pam,Girls love it but wish it tied into the other jump starts . This is completely different with different characters.,Jumpstart 1 grade,1376524800,,
3050,1,TRUE,"12 27, 2012",A3J2P6K1SY5PJN,B00001XDWZ,,Female over 60,"I bought this because it stated it works on Mac.  Well technically it does, but you have to have a dinosaur Mac to run it.  It will not run on a current Mac.  This should be clearly stated so people don't waste their money.  Only way to find out is to try to install it and by then you can't return it because it is now opened.  Plus, the game that came is different from the one in the picture.  I received the advanced version, not that it really matters at this point.",Terrible. Does not work on Mac unless it is a PowerPC. Waste of money!,1356566400,3,
3051,2,TRUE,"10 10, 2012",A32BJQ40XEE1BZ,B00001XDWZ,,chocolateeasterbunny4,I ordered this thinking this was the updated 2000 version(you know the one with interactive classroom/schoolhouse and the hippopotamus teacher?) but got the new 3D game which I don't really care for. I should've asked to return it and get the copy I wanted but I just didn't wanna cause a scene. Oh wel :) Live and learn right?,Wrong game,1349827200,,
3052,5,TRUE,"09 18, 2012",A2DQ5X3OY3KS2,B00001XDWZ,,Angel D,The entire JUMP START series is an awesome learning experience.  My sons have loved the computer learning games for years!  My 3 year old learned patterns as well as so much more!  It's a learning tool that the boys think is just a game!,The JUMP START series,1347926400,,
